signature,channel_id,channel_name,msg_id,message,cleaned_message,date,msg_link,msg_from_peer,msg_from_id,views,number_replies,number_forwards,is_forward,forward_msg_from_peer_type,forward_msg_from_peer_id,forward_msg_from_peer_name,forward_msg_date,forward_msg_date_string,forward_msg_link,is_reply,reply_to_msg_id,reply_msg_link,contains_media,media_type,has_url,url,domain,url_title,url_description,document_type,document_id,document_video_duration,document_filename,poll_id,poll_question,poll_total_voters,poll_results,contact_phone_number,contact_name,contact_userid,geo_type,lat,lng,venue_id,venue_type,venue_title,venue_address,venue_provider
msg_iteration.87.user.literaturese.post.625,1462714109,literaturese,625,"PRÓXIMAS LIVES:
📌 07/11, segunda: LIVE FINAL de Moby Dick
📌 09/11, quarta: LIVE INICIAL de Olhai os lírios do campo

*Às 19h, no YouTube. Ficarão salvas","PRÓXIMAS LIVES: 📌 07/11, segunda: LIVE FINAL de Moby Dick 📌 09/11, quarta: LIVE INICIAL de Olhai os lírios do campo *Às 19h, no YouTube. Ficarão salvas",2022-11-03 19:05:03+00:00,https://t.me/literaturese/625,,,1748,0,2,0,,,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.88.user.literaturese.post.624,1462714109,literaturese,624,,,2022-11-03 19:03:57+00:00,https://t.me/literaturese/624,,,1719,0,1,0,,,,,,,0,,,1,MessageMediaDocument,0,,,,,video/mp4,5125102766858961460,49,video.mp4,,,,,,,,,,,,,,,
msg_iteration.89.user.literaturese.post.623,1462714109,literaturese,623,"🔔 Pessoal, infelizmente terei de adiar a nossa live final de Moby Dick, pois estou parada na Dutra há horas e sem previsão de chegar em casa.

Assim que eu voltar pra casa, remarcamos uma nova data para essa nossa live ❤️🐋","🔔 Pessoal, infelizmente terei de adiar a nossa live final de Moby Dick, pois estou parada na Dutra há horas e sem previsão de chegar em casa. Assim que eu voltar pra casa, remarcamos uma nova data para essa nossa live ❤️🐋",2022-10-31 15:34:59+00:00,https://t.me/literaturese/623,,,2252,10,1,0,,,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.90.user.literaturese.post.622,1462714109,literaturese,622,"Bons dias democráticos, pessoal! ❤️

Combinamos de hoje ser nossa live final da LC de Moby Dick (às 19h, no YouTube).

Eu espero chegar a tempo, mas a estrada está interditada.

Vou avisando vocês se precisarmos adiar, tá bem?","Bons dias democráticos, pessoal! ❤️ Combinamos de hoje ser nossa live final da LC de Moby Dick (às 19h, no YouTube). Eu espero chegar a tempo, mas a estrada está interditada. Vou avisando vocês se precisarmos adiar, tá bem?",2022-10-31 11:39:35+00:00,https://t.me/literaturese/622,,,2327,0,2,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.91.user.literaturese.post.621,1462714109,literaturese,621,"📌 Leitura Conjunta PARALELA
“EVA LUNA” (Isabel Allende)

Temos cronograma, data da primeira live e chat 💬 

Quem quiser ler com a gente, aqui está o link: https://t.me/+vTbDlCkZHOc3NTlh","📌 Leitura Conjunta PARALELA “EVA LUNA” (Isabel Allende) Temos cronograma, data da primeira live e chat 💬 Quem quiser ler com a gente, aqui está o link: https://t.me/+vTbDlCkZHOc3NTlh",2022-10-21 14:41:53+00:00,https://t.me/literaturese/621,,,2566,1,2,0,,,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.92.user.literaturese.post.620,1462714109,literaturese,620,"A campanha MULHERES DO SUSPENSE está em sua reta final!

De um impacto muito importante no nosso mercado editorial, a coleção traz coletâneas de um lado menos conhecido das escritoras.

O livro “O lado mais sombrio” é de autoria de L. M. Montgomery, a mesma escritora de “Anne of Green Gables”, livro que inspirou a série da Netflix Anne with an “e”. São contos assombrosos e maravilhosos! Para essa edição, escrevi um prefácio para o qual adorei fazer leituras mil e pesquisas.

Os outros dois livros contam com prefácios de mulheres incríveis: Marcela Brigida e Andrea Bistafa! ✨

Você pode apoiar o combo dos três livros ou só aquele que preferir, separadamente.

Não deixe de apoiar! 😍🙌🏼 Vamos fazer essa coleção acontecer: https://www.catarse.me/trio","A campanha MULHERES DO SUSPENSE está em sua reta final! De um impacto muito importante no nosso mercado editorial, a coleção traz coletâneas de um lado menos conhecido das escritoras. O livro “O lado mais sombrio” é de autoria de L. M. Montgomery, a mesma escritora de “Anne of Green Gables”, livro que inspirou a série da Netflix Anne with an “e”. São contos assombrosos e maravilhosos! Para essa edição, escrevi um prefácio para o qual adorei fazer leituras mil e pesquisas. Os outros dois livros contam com prefácios de mulheres incríveis: Marcela Brigida e Andrea Bistafa! ✨ Você pode apoiar o combo dos três livros ou só aquele que preferir, separadamente. Não deixe de apoiar! 😍🙌🏼 Vamos fazer essa coleção acontecer: https://www.catarse.me/trio",2022-10-18 15:50:28+00:00,https://t.me/literaturese/620,,,2662,1,2,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.93.user.literaturese.post.619,1462714109,literaturese,619,"EVA LUNA // Leitura Conjunta Paralela
Pessoal, para quem não sabe eu estou me mudando de estado (RJ-SP) e isso enrolou o início da LC de Eva Luna, que pensei que fosse dar para começar hoje.

Porém, ainda estou sem internet na casa nova (previsão de ter internet: amanhã no final da tarde), e quero fazer uma live (Instagram) de abertura para nossa experiência de leitura desse livro. 

A ideia é começarmos no sábado que vem (22/10), com live para leitura em voz alta do início do livro às 11h (Instagram).

⚠️ Atenção, a LC Paralela é de siricutico mesmo, não é a oficial mensal do L-se. Não tem podcast, as lives não são produzidonas no YT…

➡️ Mas temos uma proposta de cronograma, que estou bolando no momento.

➡️ E também um grupo aberto à parte, que em breve compartilho com vocês.

Essa é mais uma oportunidade de lermos Isabel Allende juntos em 2022 😍 Será ótimo ter a companhia de vocês em mais uma experiência literária!!","EVA LUNA // Leitura Conjunta Paralela Pessoal, para quem não sabe eu estou me mudando de estado (RJ-SP) e isso enrolou o início da LC de Eva Luna, que pensei que fosse dar para começar hoje. Porém, ainda estou sem internet na casa nova (previsão de ter internet: amanhã no final da tarde), e quero fazer uma live (Instagram) de abertura para nossa experiência de leitura desse livro. A ideia é começarmos no sábado que vem (22/10), com live para leitura em voz alta do início do livro às 11h (Instagram). ⚠️ Atenção, a LC Paralela é de siricutico mesmo, não é a oficial mensal do L-se. Não tem podcast, as lives não são produzidonas no YT… ➡️ Mas temos uma proposta de cronograma, que estou bolando no momento. ➡️ E também um grupo aberto à parte, que em breve compartilho com vocês. Essa é mais uma oportunidade de lermos Isabel Allende juntos em 2022 😍 Será ótimo ter a companhia de vocês em mais uma experiência literária!!",2022-10-18 02:16:22+00:00,https://t.me/literaturese/619,,,2044,3,3,0,,,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.94.user.literaturese.post.618,1462714109,literaturese,618,"VÍDEO NOVO NO AR! 🤩
Se você gostou de ler... pode ser que goste de...
Não deixe de conferir indicações de leitura baseadas em comparações entre livros: https://youtu.be/8kD-oECgSmE",VÍDEO NOVO NO AR! 🤩 Se você gostou de ler... pode ser que goste de... Não deixe de conferir indicações de leitura baseadas em comparações entre livros: https://youtu.be/8kD-oECgSmE,2022-10-11 15:01:24+00:00,https://t.me/literaturese/618,,,2379,3,1,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.95.user.literaturese.post.615,1462714109,literaturese,615,"Segunda é dia de live, bb!
E conversaremos sobre Moby Dick, em maaais uma oportunidade de trocarmos ideias, interpretações, dúvidas etc. 🐋
➡️ Não perca, às 19h! O link é esse: https://youtu.be/NGH9uK80f-o","Segunda é dia de live, bb! E conversaremos sobre Moby Dick, em maaais uma oportunidade de trocarmos ideias, interpretações, dúvidas etc. 🐋 ➡️ Não perca, às 19h! O link é esse: https://youtu.be/NGH9uK80f-o",2022-10-08 23:29:38+00:00,https://t.me/literaturese/615,,,2591,0,1,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.96.user.literaturese.post.614,1462714109,literaturese,614,"VÍDEO NOVO NO AR 🤩
Hoje converso com vocês sobre o que achei dos livros e da série Heartstopper 🍂💖 Corra ver: https://youtu.be/hQhEU632fR4",VÍDEO NOVO NO AR 🤩 Hoje converso com vocês sobre o que achei dos livros e da série Heartstopper 🍂💖 Corra ver: https://youtu.be/hQhEU632fR4,2022-09-27 14:19:24+00:00,https://t.me/literaturese/614,,,2848,0,1,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.97.user.literaturese.post.613,1462714109,literaturese,613,"Daqui a pouco vamos #sextar juntes! 19h, no YouTube: https://youtu.be/rKcoY7IlPtw","Daqui a pouco vamos #sextar juntes! 19h, no YouTube: https://youtu.be/rKcoY7IlPtw",2022-09-23 21:36:00+00:00,https://t.me/literaturese/613,,,3211,1,1,0,,,,,,,0,,,1,MessageMediaWebPage,1,https://youtu.be/rKcoY7IlPtw,youtu.be,Moby Dick (Melville): Leitura Conjunta // live de DISCUSSÃO 1," ► Nessa sexta (23/09), às 19h, temos um encontro marcado: vamos conversar até o capítulo 57 de Moby Dick!

・Cronograma da LC: https://t.me/literaturese/606
・Grupo *aberto* da Leitura Conjunta no Telegram: https://t.me/joinchat/Si8zA_vFdqVg_UV1
・Compre o livro com 30% de desconto no site da Antofágica: cupom MELL30: https://www.antofagica.com.br/produto/moby-dick/
・Lives:
📌 05/09, segunda: live inicial, às 19h
📌 23/09, sexta: live de discussão, às 19h
📌 10/10, segunda: live de discussão, às 19h
📌 31/10, segunda: live final, às 19h

 ► Madrinho: você tem acesso aos conteúdos exclusivos que já foram ao ar na central de conteúdos do Catarse: https://www.catarse.me/literaturese#posts
​ (esteja logado com e-mail e senha de seu cadastro para ter acesso!) – É nessa página que você encontrará todos os conteúdos e acessos (grupos, podcasts, vlogs etc.)

⭐ Seja um padrinho/madrinha do Literature-se: https://www.catarse.me/literaturese

______________________________________________________
PRÓXIMAS LCS:
LEITURAS OFICIAIS
 ►  SETEMBRO e OUTUBRO: Moby Dick (Melville) – 30% de desconto no site da Antofágica: cupom MELL30: https://www.antofagica.com.br/produto/moby-dick/
 ►  NOVEMBRO: Olhai os lírios do campo (Veríssimo) – 45% de desconto: https://amzn.to/3qfDaah
 ►  DEZEMBRO: Gabriela, cravo e canela (Jorge Amado) – 40% de desconto: https://amzn.to/3RHggo1

LEITURAS PARALELAS
 ►  OUTUBRO: Eva Luna (Allende) – 42% de desconto: https://amzn.to/3u4TCfS

______________________________________________________
 ►  Compre seus livros (e outros produtos) pelos meus links e contribua com o Literature-se: 
Amazon: https://amzn.to/2J8Wh3A
Submarino: https://afl.b2w.io/94KE
Americanas: https://afl.b2w.io/94Ky

 ►  Wishlist Amazon: https://www.amazon.com.br/hz/wishlist/ls/23OL9ZEXVFL5M?ref_=wl_share

 ►  Me adicione nas redes sociais:
・Instagram: http://bit.ly/2OMsL4d
・Facebook: http://bit.ly/2OLpdPO
・Twitter: http://bit.ly/2Me7IG0

 ► E-mail para contato: blogliterature-se@hotmail.com

Caixa Postal 9089
Botafogo – Rio de Janeiro
CEP 22270-970
*O envio não garante exposição no canal. 
Sobre isso, peço que entre previamente em contato por e-mail.",,,,,,,,,,,,,,,,,,,
msg_iteration.98.user.literaturese.post.612,1462714109,literaturese,612,"Amanhã temos nossa primeira live de discussão! 😍
Não perca! Conversaremos até o capítulo 57.
Link da live: https://youtu.be/rKcoY7IlPtw",Amanhã temos nossa primeira live de discussão! 😍 Não perca! Conversaremos até o capítulo 57. Link da live: https://youtu.be/rKcoY7IlPtw,2022-09-22 21:03:09+00:00,https://t.me/literaturese/612,,,2658,0,2,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.99.user.literaturese.post.611,1462714109,literaturese,611,"VLOG novo no ar! 🤩
Vim para a casa de mamis em SP, e vloguei a vinda junto da leitura do livro A maldição das Flores, que é uma potente história de gerações de mulheres de uma mesma família – elas criam um código na renda, o ofício delas, para se comunicar sem que a sociedade patriarcal saiba! 😱 Lindo demais! Venha ver como foram os meus últimos dias: https://youtu.be/dtMsWbPKE5I","VLOG novo no ar! 🤩 Vim para a casa de mamis em SP, e vloguei a vinda junto da leitura do livro A maldição das Flores, que é uma potente história de gerações de mulheres de uma mesma família – elas criam um código na renda, o ofício delas, para se comunicar sem que a sociedade patriarcal saiba! 😱 Lindo demais! Venha ver como foram os meus últimos dias: https://youtu.be/dtMsWbPKE5I",2022-09-13 14:08:50+00:00,https://t.me/literaturese/611,,,2698,0,2,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.100.user.literaturese.post.610,1462714109,literaturese,610,"Agora, além de termos o nosso cupom do site da Estante Virtual (MELLFERRAZ7, MELL7, LITERATURESE7 ou 7MELL), também passou a valer o programa de links comissionados. Ou seja, qualquer compra que você realizar com o meu link, uma porcentagem dela não fica para o site, e sim para o criador de conteúdo!

➡️ Esse é o link do Literature-se
Salve para quando precisar usar da próxima vez, tá bem? 💛","Agora, além de termos o nosso cupom do site da Estante Virtual (MELLFERRAZ7, MELL7, LITERATURESE7 ou 7MELL), também passou a valer o programa de links comissionados. Ou seja, qualquer compra que você realizar com o meu link, uma porcentagem dela não fica para o site, e sim para o criador de conteúdo! ➡️ Esse é o link do Literature-se Salve para quando precisar usar da próxima vez, tá bem? 💛",2022-09-08 15:23:38+00:00,https://t.me/literaturese/610,,,2825,2,11,0,,,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.101.user.literaturese.post.609,1462714109,literaturese,609,"Vídeo novo no ar! 😍
E pelamor da deusa, não deixem o conteúdo da sua booktuber flopar, ehn? Conto com vocês lá, para conversarmos sobre primeiras obras já INCRÍVEIS. Corre aqui: https://youtu.be/c3eFPgnRHXY","Vídeo novo no ar! 😍 E pelamor da deusa, não deixem o conteúdo da sua booktuber flopar, ehn? Conto com vocês lá, para conversarmos sobre primeiras obras já INCRÍVEIS. Corre aqui: https://youtu.be/c3eFPgnRHXY",2022-09-08 14:50:29+00:00,https://t.me/literaturese/609,,,2447,0,1,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.102.user.literaturese.post.608,1462714109,literaturese,608,"Bom dia de livee! ✨
Hoje teremos o primeiro encontro da Leitura Conjunta de Moby Dick, não perca!
➜ Link para o evento: https://youtu.be/VwZ87faXR2w
Lerei, em voz alta, o início do livro com vocês.","Bom dia de livee! ✨ Hoje teremos o primeiro encontro da Leitura Conjunta de Moby Dick, não perca! ➜ Link para o evento: https://youtu.be/VwZ87faXR2w Lerei, em voz alta, o início do livro com vocês.",2022-09-05 13:09:26+00:00,https://t.me/literaturese/608,,,3734,1,3,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.103.user.literaturese.post.607,1462714109,literaturese,607,"Passando para avisá-los de que as votações para o livro que leremos juntes em novembro e dezembro estão no ar lá no perfil do L-se pelo Instagram. Corra, antes que elas expirem! ✨

Quaisquer que sejam os resultados, serão leituras incríveis – tenho certeza!

Em breve trago as novidades sobre isso 😉","Passando para avisá-los de que as votações para o livro que leremos juntes em novembro e dezembro estão no ar lá no perfil do L-se pelo Instagram. Corra, antes que elas expirem! ✨ Quaisquer que sejam os resultados, serão leituras incríveis – tenho certeza! Em breve trago as novidades sobre isso 😉",2022-09-04 14:12:26+00:00,https://t.me/literaturese/607,,,2760,0,3,0,,,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.104.user.literaturese.post.606,1462714109,literaturese,606,"Cronograma de LC: Moby Dick 🐋

Serão dois meses de leitura, quatro lives (inicial, duas de discussão e a final) e metas tranquilas de serem cumpridas. Com respiros nos sábados e domingos, e mais de uma semana final sem leitura para quem precisar de tempo a mais até a live final.

Essa é a hora de você ler Moby Dick, ehn?
E a minha também 😉

Logo mais, na live de encerramento da LC de Lolita, comentarei o cronograma com vocês. Até já, já!","Cronograma de LC: Moby Dick 🐋 Serão dois meses de leitura, quatro lives (inicial, duas de discussão e a final) e metas tranquilas de serem cumpridas. Com respiros nos sábados e domingos, e mais de uma semana final sem leitura para quem precisar de tempo a mais até a live final. Essa é a hora de você ler Moby Dick, ehn? E a minha também 😉 Logo mais, na live de encerramento da LC de Lolita, comentarei o cronograma com vocês. Até já, já!",2022-08-31 21:44:50+00:00,https://t.me/literaturese/606,,,3564,7,25,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.105.user.literaturese.post.605,1462714109,literaturese,605,"Hoje temos a LIVE FINAL da LC, não percam! ➡️ https://youtu.be/h3d39j-v_ms","Hoje temos a LIVE FINAL da LC, não percam! ➡️ https://youtu.be/h3d39j-v_ms",2022-08-31 13:54:10+00:00,https://t.me/literaturese/605,,,2905,0,1,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.106.user.literaturese.post.604,1462714109,literaturese,604,"VÍDEO NOVO NO AR! 🤩
Narrativa incômoda e cínica: A pediatra, de Andréa del Fuego – CORRA assistir: https://youtu.be/YC05TiZ-KbQ","VÍDEO NOVO NO AR! 🤩 Narrativa incômoda e cínica: A pediatra, de Andréa del Fuego – CORRA assistir: https://youtu.be/YC05TiZ-KbQ",2022-08-30 13:55:43+00:00,https://t.me/literaturese/604,,,2383,0,0,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.107.user.literaturese.post.603,1462714109,literaturese,603,"VLOG novo no ar!
Fui para Salvador no casório da Barb 😍 e li contos incríveis nas ""mini-férias"" 🏝  Assista aqui: https://youtu.be/-rlmAOOmmBg","VLOG novo no ar! Fui para Salvador no casório da Barb 😍 e li contos incríveis nas ""mini-férias"" 🏝 Assista aqui: https://youtu.be/-rlmAOOmmBg",2022-08-23 14:25:45+00:00,https://t.me/literaturese/603,,,2513,0,1,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.108.user.literaturese.post.602,1462714109,literaturese,602,"VÍDEO NOVO NO AR!
O maior book haul do canal? 😱  https://youtu.be/8kEKzKfP71U",VÍDEO NOVO NO AR! O maior book haul do canal? 😱 https://youtu.be/8kEKzKfP71U,2022-08-19 14:33:04+00:00,https://t.me/literaturese/602,,,2627,0,1,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.109.user.literaturese.post.601,1462714109,literaturese,601,"Fiz uma seleção de livros INCRÍVEIS no Kindle Unlimited ✨ Vocês podem ter acesso a tooodos esses de uma vez, por apenas R$1,99 durante 3 meses 😱

➡️ Corre tentar: https://amzn.to/3jUEV9E
*Não precisa ter kindle para ler. Você pode baixar o app em outros dispositivos também.","Fiz uma seleção de livros INCRÍVEIS no Kindle Unlimited ✨ Vocês podem ter acesso a tooodos esses de uma vez, por apenas R$1,99 durante 3 meses 😱 ➡️ Corre tentar: https://amzn.to/3jUEV9E *Não precisa ter kindle para ler. Você pode baixar o app em outros dispositivos também.",2022-08-18 12:03:26+00:00,https://t.me/literaturese/601,,,2453,0,5,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.110.user.literaturese.post.599,1462714109,literaturese,599,"3 meses de Kindle Unlimited por apenas R$1,99 voltooou! ✨
Para novos assinantes, mas também para quem já assinou antes e agora está desativada: https://amzn.to/3jUEV9E","3 meses de Kindle Unlimited por apenas R$1,99 voltooou! ✨ Para novos assinantes, mas também para quem já assinou antes e agora está desativada: https://amzn.to/3jUEV9E",2022-08-17 21:48:45+00:00,https://t.me/literaturese/599,,,1924,1,2,0,,,,,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.111.user.literaturese.post.597,1462714109,literaturese,597,"Amanhã (17/08, 19h) é dia de LIVE DA METADE! ✨
Conversaremos sobre a primeira parte do livro, não perca: https://youtu.be/Vncd3LmybLg","Amanhã (17/08, 19h) é dia de LIVE DA METADE! ✨ Conversaremos sobre a primeira parte do livro, não perca: https://youtu.be/Vncd3LmybLg",2022-08-16 16:13:19+00:00,https://t.me/literaturese/597,,,2374,2,1,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.112.user.literaturese.post.595,1462714109,literaturese,595,"Vídeo novo no ar! 🤩
TAG: Não li, mas... 
Assista aqui: https://youtu.be/xkxsEbVhZx8","Vídeo novo no ar! 🤩 TAG: Não li, mas... Assista aqui: https://youtu.be/xkxsEbVhZx8",2022-08-06 15:47:40+00:00,https://t.me/literaturese/595,,,3178,0,0,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.113.user.literaturese.post.594,1462714109,literaturese,594,"Segunda, dia 08, teremos nossa LIVE INICIAL da LC 🤩 
Lerei o início do livro com vocês!
Não perca: https://youtu.be/HiWjpy-nJXY","Segunda, dia 08, teremos nossa LIVE INICIAL da LC 🤩 Lerei o início do livro com vocês! Não perca: https://youtu.be/HiWjpy-nJXY",2022-08-05 15:36:41+00:00,https://t.me/literaturese/594,,,3126,3,2,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.114.user.literaturese.post.593,1462714109,literaturese,593,"Madrinhes, o vlog de julho está no ar! 😍
➡️ C0vid, exposições Lispector e Portinari e lendo em cafés

Assista aqui (ou pelo e-mail que chegou na sua caixa de entrada): https://www.catarse.me/projects/130074/posts/112106#posts","Madrinhes, o vlog de julho está no ar! 😍 ➡️ C0vid, exposições Lispector e Portinari e lendo em cafés Assista aqui (ou pelo e-mail que chegou na sua caixa de entrada): https://www.catarse.me/projects/130074/posts/112106#posts",2022-08-05 13:51:46+00:00,https://t.me/literaturese/593,,,2462,0,1,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.115.user.literaturese.post.591,1462714109,literaturese,591,"Hoje à noite, 19h, teremos nosso último encontro para discutir o livro de julho A casa dos espíritos!
Não perca a live 💛 Link: https://youtu.be/zhGFuf9WCcw","Hoje à noite, 19h, teremos nosso último encontro para discutir o livro de julho A casa dos espíritos! Não perca a live 💛 Link: https://youtu.be/zhGFuf9WCcw",2022-07-31 14:18:31+00:00,https://t.me/literaturese/591,,,3097,0,1,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.116.user.literaturese.post.590,1462714109,literaturese,590,"Vídeo novo no ar! 
Sobre experimentar comidas/bebida coreanas, ler ""Kim Jiyoung, nascida em 1982"" e arrumar a casa ✨ Assista aqui: https://youtu.be/VeNL1_qLAAU","Vídeo novo no ar! Sobre experimentar comidas/bebida coreanas, ler ""Kim Jiyoung, nascida em 1982"" e arrumar a casa ✨ Assista aqui: https://youtu.be/VeNL1_qLAAU",2022-07-28 14:10:11+00:00,https://t.me/literaturese/590,,,2534,0,0,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.117.user.literaturese.post.589,1462714109,literaturese,589,"Aqui está o nosso cronograma da leitura conjunta de agosto: Lolita

📌 Começamos no dia 08/08, uma segunda-feira, e serão 15 dias ao todo, com respiros aos sábados e domingos.
📌 Todas as lives ocorrerão no YouTube do L-se, às 19h, e ficarão salvas.
📌 Live final no último dia do mês para todos conseguirem alcançar as metas e participarem ao vivo ✨

Separe seu livro e leia com a gente!","Aqui está o nosso cronograma da leitura conjunta de agosto: Lolita 📌 Começamos no dia 08/08, uma segunda-feira, e serão 15 dias ao todo, com respiros aos sábados e domingos. 📌 Todas as lives ocorrerão no YouTube do L-se, às 19h, e ficarão salvas. 📌 Live final no último dia do mês para todos conseguirem alcançar as metas e participarem ao vivo ✨ Separe seu livro e leia com a gente!",2022-07-26 15:09:27+00:00,https://t.me/literaturese/589,,,2905,7,18,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.118.user.literaturese.post.586,1462714109,literaturese,586,"E a edição é absurdamente LINDA!
Estou encantada com o trabalho da Darkside e, claro, da ilustradora Isabella Mazzanti ❤️
📌 Corre que o livro está com 20% de desconto hoje: https://amzn.to/3olKlN1","E a edição é absurdamente LINDA! Estou encantada com o trabalho da Darkside e, claro, da ilustradora Isabella Mazzanti ❤️ 📌 Corre que o livro está com 20% de desconto hoje: https://amzn.to/3olKlN1",2022-07-22 14:05:11+00:00,https://t.me/literaturese/586,,,2413,0,1,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.119.user.literaturese.post.585,1462714109,literaturese,585,"Vídeo novo no canal! 😍
Hoje te apresento um CLÁSSICO da literatura vampiresca, que influenciou até mesmo Drácula e tantos autores de terror que vieram depois, como Anne Rice e Stephen King. 
Estou falando de Carmilla, uma história que atrai e envolve – como a própria protagonista rs 👀

Não deixe de assistir a essa resenha rapidinha, aqui: https://youtu.be/uINpf_P93oQ","Vídeo novo no canal! 😍 Hoje te apresento um CLÁSSICO da literatura vampiresca, que influenciou até mesmo Drácula e tantos autores de terror que vieram depois, como Anne Rice e Stephen King. Estou falando de Carmilla, uma história que atrai e envolve – como a própria protagonista rs 👀 Não deixe de assistir a essa resenha rapidinha, aqui: https://youtu.be/uINpf_P93oQ",2022-07-22 14:04:25+00:00,https://t.me/literaturese/585,,,2135,0,1,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.120.user.literaturese.post.584,1462714109,literaturese,584,"Finalmente esse livro entrou na promoção, e de 50% ainda! Estava na minha lista há teeempos, e acabei de comprar 😪
Para quem gosta de teoria literária: Teoria do romance II: As formas do tempo e do cronotopo, do Bakhtin: https://amzn.to/3v2Ch7O","Finalmente esse livro entrou na promoção, e de 50% ainda! Estava na minha lista há teeempos, e acabei de comprar 😪 Para quem gosta de teoria literária: Teoria do romance II: As formas do tempo e do cronotopo, do Bakhtin: https://amzn.to/3v2Ch7O",2022-07-20 20:31:09+00:00,https://t.me/literaturese/584,,,2051,1,0,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
msg_iteration.121.user.literaturese.post.582,1462714109,literaturese,582,"Vídeo novo no ar!
Personagens que AMO odiar 😳 
Assista aqui: https://youtu.be/vuY7gYKiF_A",Vídeo novo no ar! Personagens que AMO odiar 😳 Assista aqui: https://youtu.be/vuY7gYKiF_A,2022-07-19 15:16:05+00:00,https://t.me/literaturese/582,,,1721,1,0,0,,,,,,,0,,,1,MessageMediaPhoto,0,,,,,,,,,,,,,,,,,,,,,,,
